#Variables:,
#pr_bcc-csm1-1_rcp45(mm):Precipitation,
"#Data Extracted for Average over Grid Cell w/ center: 29.5213 Latitude, -98.4809 Longitude (closest value to Latitude:29.54, Longitude:-98.47) ",
#Original Data File(s):,
#agg_macav2metdata_pr_bcc-csm1-1_r1i1p1_rcp45_2006_2099_CONUS_daily.nc ,
#===============================================,
"yyyy-mm-dd,pr_bcc-csm1-1_rcp45(mm)",
5/14/2093,4.598067
5/15/2093,1.938254
5/16/2093,11.246709
5/17/2093,6.772653
5/18/2093,1.48774
5/19/2093,0
5/20/2093,5.563492
5/21/2093,1.013953
5/22/2093,0
5/23/2093,0
5/24/2093,0
5/25/2093,0
5/26/2093,1.999108
5/27/2093,27.95252
5/28/2093,0
5/29/2093,0
5/30/2093,0.603899
5/31/2093,0.887773
6/1/2093,0
6/2/2093,0
6/3/2093,0
6/4/2093,1.07948
6/5/2093,0
6/6/2093,0
6/7/2093,5.389256
6/8/2093,0
6/9/2093,0
6/10/2093,0
6/11/2093,0
6/12/2093,4.127098
6/13/2093,12.612915
6/14/2093,0
6/15/2093,0
6/16/2093,0
6/17/2093,0
6/18/2093,0.792658
6/19/2093,1.476945
6/20/2093,4.171535
6/21/2093,0.790346
6/22/2093,1.236801
6/23/2093,9.43281
6/24/2093,19.818312
6/25/2093,0.92922
6/26/2093,0
6/27/2093,0
6/28/2093,0.414653
6/29/2093,0
6/30/2093,0
7/1/2093,0
7/2/2093,0
7/3/2093,0
7/4/2093,0
7/5/2093,0
7/6/2093,2.015621
7/7/2093,0
7/8/2093,0
7/9/2093,0
7/10/2093,0
7/11/2093,0
7/12/2093,0
7/13/2093,0
7/14/2093,0
7/15/2093,0
7/16/2093,0
7/17/2093,0
7/18/2093,0
7/19/2093,0
7/20/2093,0
7/21/2093,0
7/22/2093,0
7/23/2093,0
7/24/2093,0
7/25/2093,0
7/26/2093,0
7/27/2093,0
7/28/2093,0
7/29/2093,0
7/30/2093,0
7/31/2093,0
8/1/2093,0
8/2/2093,0
8/3/2093,0
8/4/2093,0
8/5/2093,0
8/6/2093,0
8/7/2093,0
8/8/2093,0
8/9/2093,0
8/10/2093,0
8/11/2093,0
8/12/2093,0
8/13/2093,0
8/14/2093,0
8/15/2093,0
8/16/2093,0
8/17/2093,1.503455
8/18/2093,2.668488
8/19/2093,0.411888
8/20/2093,0
8/21/2093,0
8/22/2093,0
8/23/2093,0
8/24/2093,0
8/25/2093,0
8/26/2093,0
8/27/2093,0.61853
8/28/2093,0
8/29/2093,0
8/30/2093,0
8/31/2093,0
9/1/2093,0
9/2/2093,6.655092
9/3/2093,13.491994
9/4/2093,18.575853
9/5/2093,7.148872
9/6/2093,1.734593
9/7/2093,0
9/8/2093,0
9/9/2093,7.579908
9/10/2093,5.59774
9/11/2093,0.967097
9/12/2093,0
9/13/2093,0
9/14/2093,0
9/15/2093,3.667039
9/16/2093,0.295128
9/17/2093,0.417331
9/18/2093,0.872973
9/19/2093,0.293496
9/20/2093,0
9/21/2093,0
9/22/2093,0
9/23/2093,0
9/24/2093,0
9/25/2093,0
9/26/2093,0
9/27/2093,1.174445
9/28/2093,0.341262
9/29/2093,0
9/30/2093,0
10/1/2093,0
10/2/2093,0.354985
10/3/2093,21.094191
10/4/2093,35.101738
10/5/2093,56.098164
10/6/2093,31.525553
10/7/2093,2.988643
10/8/2093,10.339056
10/9/2093,0.350584
10/10/2093,0
10/11/2093,0.34351
10/12/2093,0.669405
10/13/2093,4.969433
10/14/2093,1.83995
10/15/2093,1.793876
10/16/2093,1.786175
10/17/2093,5.205787
10/18/2093,5.484529
10/19/2093,6.857579
10/20/2093,13.994378
10/21/2093,9.359367
10/22/2093,13.586372
10/23/2093,4.238409
10/24/2093,0.453443
10/25/2093,0
10/26/2093,0
10/27/2093,0
10/28/2093,0
10/29/2093,1.763105
10/30/2093,1.513321
10/31/2093,3.349534
11/1/2093,0.929677
11/2/2093,0
11/3/2093,0
11/4/2093,0.963022
11/5/2093,0
11/6/2093,5.527641
11/7/2093,0.898509
11/8/2093,0
11/9/2093,1.112878
11/10/2093,2.870175
11/11/2093,4.137099
11/12/2093,0.32707
11/13/2093,0
11/14/2093,0
11/15/2093,0
11/16/2093,9.062225
11/17/2093,0.971837
11/18/2093,0.920807
11/19/2093,0
11/20/2093,0
11/21/2093,0
11/22/2093,0
11/23/2093,0
11/24/2093,0
11/25/2093,0
11/26/2093,0
11/27/2093,0
11/28/2093,0
11/29/2093,0
11/30/2093,0
12/1/2093,0
12/2/2093,0
12/3/2093,1.131369
12/4/2093,0
12/5/2093,0
12/6/2093,0
12/7/2093,0
12/8/2093,0
12/9/2093,0
12/10/2093,0
12/11/2093,0
12/12/2093,0
12/13/2093,0.66742
12/14/2093,0.796732
12/15/2093,0
12/16/2093,0
12/17/2093,0
12/18/2093,0
12/19/2093,0
12/20/2093,0
12/21/2093,1.640822
12/22/2093,80.56282
12/23/2093,0
12/24/2093,0
12/25/2093,0
12/26/2093,0
12/27/2093,0
12/28/2093,0
12/29/2093,0
12/30/2093,0
12/31/2093,0
1/1/2094,0
1/2/2094,0
1/3/2094,25.672642
1/4/2094,56.089951
1/5/2094,99.653526
1/6/2094,41.035713
1/7/2094,14.245355
1/8/2094,0
1/9/2094,0
1/10/2094,0
1/11/2094,0.661179
1/12/2094,0.648466
1/13/2094,0
1/14/2094,0
1/15/2094,0
1/16/2094,0
1/17/2094,0.839515
1/18/2094,1.32756
1/19/2094,0
1/20/2094,0
1/21/2094,0
1/22/2094,0
1/23/2094,0
1/24/2094,12.879086
1/25/2094,1.00383
1/26/2094,0
1/27/2094,6.610291
1/28/2094,9.202657
1/29/2094,0
1/30/2094,0
1/31/2094,0
2/1/2094,0
2/2/2094,0
2/3/2094,0
2/4/2094,0
2/5/2094,0
2/6/2094,0
2/7/2094,0
2/8/2094,0
2/9/2094,0
2/10/2094,0
2/11/2094,0
2/12/2094,0
2/13/2094,0
2/14/2094,0
2/15/2094,0
2/16/2094,0
2/17/2094,0
2/18/2094,0
2/19/2094,0
2/20/2094,0
2/21/2094,0
2/22/2094,0
2/23/2094,10.280176
2/24/2094,0
2/25/2094,0
2/26/2094,0
2/27/2094,0
2/28/2094,0
3/1/2094,0
3/2/2094,0
3/3/2094,0
3/4/2094,0
3/5/2094,0
3/6/2094,0
3/7/2094,1.121878
3/8/2094,0
3/9/2094,4.837798
3/10/2094,1.141833
3/11/2094,1.515538
3/12/2094,18.142124
3/13/2094,0.432089
3/14/2094,14.807553
3/15/2094,19.793205
3/16/2094,0
3/17/2094,0
3/18/2094,0
3/19/2094,0
3/20/2094,0
3/21/2094,4.635735
3/22/2094,11.269965
3/23/2094,0
3/24/2094,2.950723
3/25/2094,0
3/26/2094,0
3/27/2094,4.454495
3/28/2094,0.429312
3/29/2094,0
3/30/2094,2.160585
3/31/2094,15.820093
4/1/2094,0
4/2/2094,0
4/3/2094,0
4/4/2094,0
4/5/2094,0
4/6/2094,0
4/7/2094,0.508956
4/8/2094,0
4/9/2094,0
4/10/2094,0
4/11/2094,18.250042
4/12/2094,3.267891
4/13/2094,0.358637
4/14/2094,0
4/15/2094,0
4/16/2094,0.739411
4/17/2094,0
4/18/2094,0.517246
4/19/2094,0
4/20/2094,0
4/21/2094,0
4/22/2094,0
4/23/2094,0
4/24/2094,0
4/25/2094,0
4/26/2094,1.476341
4/27/2094,0
4/28/2094,0
4/29/2094,0
4/30/2094,0.522131
5/1/2094,0.291517
5/2/2094,1.69095
5/3/2094,0
5/4/2094,0
5/5/2094,0
5/6/2094,0.35357
5/7/2094,0
5/8/2094,0
5/9/2094,0
5/10/2094,0
5/11/2094,0
5/12/2094,0.564116
5/13/2094,0
5/14/2094,25.591183
5/15/2094,0.642906
5/16/2094,0
5/17/2094,0
5/18/2094,0
5/19/2094,0
5/20/2094,0
5/21/2094,0.356897
5/22/2094,0
5/23/2094,0
5/24/2094,0.691043
5/25/2094,45.402473
5/26/2094,9.007409
5/27/2094,0.365473
5/28/2094,0
5/29/2094,0
5/30/2094,0
5/31/2094,8.762021
6/1/2094,3.298903
6/2/2094,1.072569
6/3/2094,0.315074
6/4/2094,6.129488
6/5/2094,0
6/6/2094,0
6/7/2094,5.029872
6/8/2094,0
6/9/2094,0
6/10/2094,0
6/11/2094,0
6/12/2094,0
6/13/2094,0.638474
6/14/2094,0
6/15/2094,20.058968
6/16/2094,3.281072
6/17/2094,2.12632
6/18/2094,0
6/19/2094,0
6/20/2094,0
6/21/2094,0
6/22/2094,0
6/23/2094,0
6/24/2094,0
6/25/2094,0
6/26/2094,0
6/27/2094,0
6/28/2094,0
6/29/2094,0
6/30/2094,0
7/1/2094,0
7/2/2094,0
7/3/2094,0
7/4/2094,0
7/5/2094,0.718001
7/6/2094,1.670628
7/7/2094,0
7/8/2094,0
7/9/2094,1.008441
7/10/2094,0
7/11/2094,0
7/12/2094,0
7/13/2094,0
7/14/2094,0
7/15/2094,0
7/16/2094,0
7/17/2094,0
7/18/2094,0
7/19/2094,0
7/20/2094,0
7/21/2094,0
7/22/2094,0
7/23/2094,0
7/24/2094,0
7/25/2094,0
7/26/2094,0
7/27/2094,0
7/28/2094,1.190749
7/29/2094,0
7/30/2094,0
7/31/2094,0
8/1/2094,0
8/2/2094,0
8/3/2094,0
8/4/2094,0
8/5/2094,0
8/6/2094,0
8/7/2094,0
8/8/2094,0
8/9/2094,0
8/10/2094,0
8/11/2094,0
8/12/2094,0
8/13/2094,0
8/14/2094,0
8/15/2094,0
8/16/2094,0
8/17/2094,0
8/18/2094,0
8/19/2094,0
8/20/2094,0.814528
8/21/2094,0
8/22/2094,0
8/23/2094,0
8/24/2094,0
8/25/2094,1.183619
8/26/2094,3.095158
8/27/2094,0
8/28/2094,1.275349
8/29/2094,0
8/30/2094,0
8/31/2094,0
9/1/2094,0
9/2/2094,0
9/3/2094,0
9/4/2094,0
9/5/2094,1.09754
9/6/2094,0.479786
9/7/2094,0
9/8/2094,0
9/9/2094,0
9/10/2094,0.689417
9/11/2094,0.852983
9/12/2094,0
9/13/2094,0.389694
9/14/2094,0
9/15/2094,3.621132
9/16/2094,0.837918
9/17/2094,0
9/18/2094,0
9/19/2094,0
9/20/2094,0
9/21/2094,0
9/22/2094,0
9/23/2094,0
9/24/2094,0
9/25/2094,0
9/26/2094,0
9/27/2094,0
9/28/2094,0
9/29/2094,2.602028
9/30/2094,4.664335
10/1/2094,0
10/2/2094,0
10/3/2094,4.26875
10/4/2094,6.259388
10/5/2094,1.45946
10/6/2094,3.142881
10/7/2094,0.342654
10/8/2094,0
10/9/2094,0
10/10/2094,0
10/11/2094,0
10/12/2094,0
10/13/2094,0
10/14/2094,2.017539
10/15/2094,2.133814
10/16/2094,0
10/17/2094,1.03915
10/18/2094,0
10/19/2094,2.932328
10/20/2094,10.199382
10/21/2094,25.645864
10/22/2094,14.907389
10/23/2094,7.987256
10/24/2094,0
10/25/2094,0
10/26/2094,0
10/27/2094,0
10/28/2094,0
10/29/2094,0
10/30/2094,0
10/31/2094,0
11/1/2094,0
11/2/2094,1.071513
11/3/2094,3.661685
11/4/2094,4.103913
11/5/2094,0
11/6/2094,0
11/7/2094,0
11/8/2094,0
11/9/2094,0
11/10/2094,0
11/11/2094,0
11/12/2094,0
11/13/2094,0
11/14/2094,1.419275
11/15/2094,8.600083
11/16/2094,1.150102
11/17/2094,2.831615
11/18/2094,8.83579
11/19/2094,17.811123
11/20/2094,0.290204
11/21/2094,0
11/22/2094,0
11/23/2094,0.332829
11/24/2094,0
11/25/2094,0
11/26/2094,0
11/27/2094,0
11/28/2094,2.947737
11/29/2094,0
11/30/2094,0
12/1/2094,0
12/2/2094,0
12/3/2094,0
12/4/2094,0
12/5/2094,0
12/6/2094,1.700964
12/7/2094,0.461514
12/8/2094,0.425564
12/9/2094,1.337359
12/10/2094,0.472632
12/11/2094,0
12/12/2094,0
12/13/2094,0
12/14/2094,0
12/15/2094,0
12/16/2094,0
12/17/2094,0
12/18/2094,0
12/19/2094,0
12/20/2094,0
12/21/2094,0
12/22/2094,0
12/23/2094,0
12/24/2094,0
12/25/2094,0
12/26/2094,0
12/27/2094,0
12/28/2094,0
12/29/2094,0
12/30/2094,0
12/31/2094,0
1/1/2095,0
1/2/2095,0
1/3/2095,0
1/4/2095,0
1/5/2095,0
1/6/2095,0
1/7/2095,0
1/8/2095,0
1/9/2095,0
1/10/2095,0
1/11/2095,0
1/12/2095,0
1/13/2095,0
1/14/2095,0
1/15/2095,0
1/16/2095,6.311025
1/17/2095,0.30037
1/18/2095,0
1/19/2095,0
1/20/2095,0
1/21/2095,0
1/22/2095,0
1/23/2095,0
1/24/2095,0
1/25/2095,6.358182
1/26/2095,13.583853
1/27/2095,0.674923
1/28/2095,0
1/29/2095,0
1/30/2095,0
1/31/2095,0
2/1/2095,0
2/2/2095,0
2/3/2095,0
2/4/2095,0
2/5/2095,0
2/6/2095,0
2/7/2095,0
2/8/2095,0
2/9/2095,0
2/10/2095,0
2/11/2095,4.638251
2/12/2095,15.28207
2/13/2095,0
2/14/2095,0
2/15/2095,20.095268
2/16/2095,0.644936
2/17/2095,0
2/18/2095,0
2/19/2095,0
2/20/2095,0
2/21/2095,0
2/22/2095,1.697768
2/23/2095,21.595274
2/24/2095,19.196484
2/25/2095,0
2/26/2095,0
2/27/2095,0
2/28/2095,0
3/1/2095,0
3/2/2095,0
3/3/2095,0
3/4/2095,0
3/5/2095,0
3/6/2095,0.427512
3/7/2095,0
3/8/2095,0
3/9/2095,0
3/10/2095,0
3/11/2095,0
3/12/2095,8.710638
3/13/2095,18.69799
3/14/2095,13.913709
3/15/2095,2.445866
3/16/2095,0
3/17/2095,0
3/18/2095,0
3/19/2095,0
3/20/2095,0.371684
3/21/2095,0
3/22/2095,0
3/23/2095,0
3/24/2095,0
3/25/2095,0
3/26/2095,0.285656
3/27/2095,0.558641
3/28/2095,0
3/29/2095,0
3/30/2095,0
3/31/2095,0
4/1/2095,0.404654
4/2/2095,21.551056
4/3/2095,6.110262
4/4/2095,1.153265
4/5/2095,0
4/6/2095,0
4/7/2095,20.766134
4/8/2095,2.700488
4/9/2095,0
4/10/2095,0
4/11/2095,2.044942
4/12/2095,0.349107
4/13/2095,0.297237
4/14/2095,0
4/15/2095,1.985802
4/16/2095,10.677693
4/17/2095,35.068867
4/18/2095,21.34955
4/19/2095,0
4/20/2095,0
4/21/2095,0
4/22/2095,0
4/23/2095,1.068618
4/24/2095,2.563496
4/25/2095,0
4/26/2095,0
4/27/2095,0
4/28/2095,0
4/29/2095,0
4/30/2095,0
5/1/2095,0
5/2/2095,11.045834
5/3/2095,0
5/4/2095,0
5/5/2095,0
5/6/2095,0
5/7/2095,4.747542
5/8/2095,0
5/9/2095,0.357672
5/10/2095,0
5/11/2095,0.665074
5/12/2095,1.423388
5/13/2095,17.872797
5/14/2095,7.211862
5/15/2095,49.577187
5/16/2095,14.78266
5/17/2095,18.388174
5/18/2095,23.231983
5/19/2095,9.080013
5/20/2095,0.534293
5/21/2095,3.938624
5/22/2095,1.145457
5/23/2095,1.9212
5/24/2095,12.912457
5/25/2095,27.591288
5/26/2095,0
5/27/2095,0
5/28/2095,0
5/29/2095,0
5/30/2095,2.518789
5/31/2095,0
6/1/2095,0
6/2/2095,9.751003
6/3/2095,6.033061
6/4/2095,0
6/5/2095,0
6/6/2095,0
6/7/2095,0
6/8/2095,1.192911
6/9/2095,0
6/10/2095,0
6/11/2095,0.467397
6/12/2095,1.732661
6/13/2095,9.697837
6/14/2095,0.334543
6/15/2095,1.378822
6/16/2095,0
6/17/2095,2.41018
6/18/2095,3.52627
6/19/2095,3.538422
6/20/2095,0.42863
6/21/2095,0
6/22/2095,0
6/23/2095,0.646713
6/24/2095,0
6/25/2095,0
6/26/2095,0
6/27/2095,0
6/28/2095,0
6/29/2095,0
6/30/2095,1.248388
7/1/2095,0
7/2/2095,0
7/3/2095,1.153189
7/4/2095,0
7/5/2095,0
7/6/2095,0
7/7/2095,0.319865
7/8/2095,2.820247
7/9/2095,0.306494
7/10/2095,0
7/11/2095,0
7/12/2095,0
7/13/2095,0
7/14/2095,0
7/15/2095,0
7/16/2095,0
7/17/2095,0
7/18/2095,0
7/19/2095,0
7/20/2095,0
7/21/2095,0
7/22/2095,0
7/23/2095,0
7/24/2095,0
7/25/2095,0
7/26/2095,0
7/27/2095,4.923439
7/28/2095,24.405033
7/29/2095,0
7/30/2095,0
7/31/2095,0
8/1/2095,0
8/2/2095,0
8/3/2095,0
8/4/2095,0
8/5/2095,0
8/6/2095,0
8/7/2095,0
8/8/2095,1.128457
8/9/2095,8.393763
8/10/2095,5.161779
8/11/2095,0
8/12/2095,0
8/13/2095,0.540645
8/14/2095,0
8/15/2095,0
8/16/2095,0
8/17/2095,0
8/18/2095,0
8/19/2095,0
8/20/2095,0
8/21/2095,0
8/22/2095,0
8/23/2095,5.905044
8/24/2095,7.083908
8/25/2095,0.551868
8/26/2095,0
8/27/2095,0
8/28/2095,0
8/29/2095,0
8/30/2095,0
8/31/2095,0
9/1/2095,0.952944
9/2/2095,1.138714
9/3/2095,0
9/4/2095,15.943622
9/5/2095,8.555005
9/6/2095,7.725253
9/7/2095,16.844936
9/8/2095,6.16439
9/9/2095,1.064493
9/10/2095,3.716911
9/11/2095,14.626715
9/12/2095,30.498655
9/13/2095,17.087423
9/14/2095,12.701205
9/15/2095,2.332377
9/16/2095,0
9/17/2095,0
9/18/2095,0
9/19/2095,0
9/20/2095,0
9/21/2095,0.288602
9/22/2095,0.282666
9/23/2095,0.351409
9/24/2095,0
9/25/2095,0
9/26/2095,0.290106
9/27/2095,0.796157
9/28/2095,0
9/29/2095,4.419154
9/30/2095,1.255673
10/1/2095,0
10/2/2095,0
10/3/2095,0
10/4/2095,0
10/5/2095,0
10/6/2095,0
10/7/2095,3.791734
10/8/2095,0.331422
10/9/2095,0
10/10/2095,1.325772
10/11/2095,2.356732
10/12/2095,0.298159
10/13/2095,0
10/14/2095,0
10/15/2095,0.326943
10/16/2095,37.579376
10/17/2095,0
10/18/2095,0.297853
10/19/2095,0
10/20/2095,0
10/21/2095,0
10/22/2095,0.76882
10/23/2095,0
10/24/2095,0
10/25/2095,0
10/26/2095,0.283551
10/27/2095,0
10/28/2095,0
10/29/2095,0
10/30/2095,4.410188
10/31/2095,0.622765
11/1/2095,0.724603
11/2/2095,0.493356
11/3/2095,0
11/4/2095,4.189123
11/5/2095,13.40945
11/6/2095,0
11/7/2095,0
11/8/2095,0
11/9/2095,0
11/10/2095,0
11/11/2095,0
11/12/2095,0
11/13/2095,0
11/14/2095,0
11/15/2095,0
11/16/2095,0.386482
11/17/2095,0
11/18/2095,0.522145
11/19/2095,5.445442
11/20/2095,0
11/21/2095,0
11/22/2095,0.334576
11/23/2095,8.758542
11/24/2095,0.320781
11/25/2095,16.750584
11/26/2095,0.290984
11/27/2095,0
11/28/2095,0
11/29/2095,0
11/30/2095,0
12/1/2095,0
12/2/2095,0
12/3/2095,0
12/4/2095,0
12/5/2095,0
12/6/2095,0
12/7/2095,0
12/8/2095,0
12/9/2095,0
12/10/2095,0
12/11/2095,0
12/12/2095,0
12/13/2095,0
12/14/2095,0
12/15/2095,0
12/16/2095,0
12/17/2095,0
12/18/2095,0
12/19/2095,0
12/20/2095,0
12/21/2095,0
12/22/2095,0
12/23/2095,4.407531
12/24/2095,5.479004
12/25/2095,0.436264
12/26/2095,0
12/27/2095,0
12/28/2095,0
12/29/2095,0.644419
12/30/2095,0
12/31/2095,0
1/1/2096,0
1/2/2096,9.10966
1/3/2096,0.817443
1/4/2096,0
1/5/2096,0
1/6/2096,0
1/7/2096,0
1/8/2096,0
1/9/2096,3.015146
1/10/2096,0
1/11/2096,0
1/12/2096,0
1/13/2096,0.341876
1/14/2096,0
1/15/2096,4.626995
1/16/2096,63.832336
1/17/2096,38.422611
1/18/2096,0.647104
1/19/2096,0
1/20/2096,0
1/21/2096,0
1/22/2096,0
1/23/2096,0
1/24/2096,10.627069
1/25/2096,9.326299
1/26/2096,0
1/27/2096,0
1/28/2096,0
1/29/2096,0
1/30/2096,0
1/31/2096,0
2/1/2096,0
2/2/2096,0
2/3/2096,0
2/4/2096,0
2/5/2096,0.291892
2/6/2096,0.385109
2/7/2096,0
2/8/2096,0
2/9/2096,0
2/10/2096,0
2/11/2096,0
2/12/2096,17.140497
2/13/2096,8.739801
2/14/2096,0
2/15/2096,0
2/16/2096,0
2/17/2096,0
2/18/2096,0
2/19/2096,0
2/20/2096,5.299069
2/21/2096,0.928197
2/22/2096,0
2/23/2096,0
2/24/2096,0
2/25/2096,0
2/26/2096,0.636003
2/27/2096,1.095107
2/28/2096,1.15573
2/29/2096,0.577865
3/1/2096,0
3/2/2096,14.371832
3/3/2096,38.753368
3/4/2096,0
3/5/2096,0
3/6/2096,0
3/7/2096,0.368121
3/8/2096,0
3/9/2096,0
3/10/2096,0
3/11/2096,0
3/12/2096,38.466969
3/13/2096,18.812363
3/14/2096,0
3/15/2096,0
3/16/2096,0
3/17/2096,2.408699
3/18/2096,0.584137
3/19/2096,0
3/20/2096,0
3/21/2096,0
3/22/2096,0
3/23/2096,3.38517
3/24/2096,0
3/25/2096,0
3/26/2096,0
3/27/2096,0
3/28/2096,5.751778
3/29/2096,1.207917
3/30/2096,0
3/31/2096,0
4/1/2096,0
4/2/2096,0
4/3/2096,0
4/4/2096,0
4/5/2096,0
4/6/2096,0
4/7/2096,0.308916
4/8/2096,1.268536
4/9/2096,0
4/10/2096,0
4/11/2096,0
4/12/2096,0
4/13/2096,0
4/14/2096,0
4/15/2096,7.953226
4/16/2096,4.947046
4/17/2096,0
4/18/2096,0
4/19/2096,12.381566
4/20/2096,2.029322
4/21/2096,3.549739
4/22/2096,25.744707
4/23/2096,30.404724
4/24/2096,26.04521
4/25/2096,0
4/26/2096,7.796481
4/27/2096,11.26081
4/28/2096,8.562104
4/29/2096,0.887646
4/30/2096,0
5/1/2096,0
5/2/2096,0
5/3/2096,0
5/4/2096,0
5/5/2096,2.00913
5/6/2096,0.984527
5/7/2096,35.583195
5/8/2096,16.760134
5/9/2096,1.647347
5/10/2096,7.151079
5/11/2096,2.570256
5/12/2096,0
5/13/2096,0.360922
5/14/2096,5.859882
5/15/2096,13.457533
5/16/2096,1.922984
5/17/2096,0.351422
5/18/2096,0
5/19/2096,0
5/20/2096,0
5/21/2096,0
5/22/2096,0
5/23/2096,0
5/24/2096,0
5/25/2096,0
5/26/2096,0.602319
5/27/2096,0
5/28/2096,0
5/29/2096,0
5/30/2096,1.211855
5/31/2096,0
6/1/2096,5.347756
6/2/2096,0.471781
6/3/2096,0
6/4/2096,0
6/5/2096,3.564466
6/6/2096,43.071854
6/7/2096,32.048832
6/8/2096,0.339106
6/9/2096,0.48832
6/10/2096,0
6/11/2096,2.589365
6/12/2096,0.504208
6/13/2096,0.497902
6/14/2096,0
6/15/2096,2.104157
6/16/2096,0
6/17/2096,1.156253
6/18/2096,3.604534
6/19/2096,10.291346
6/20/2096,26.662395
6/21/2096,5.094354
6/22/2096,0
6/23/2096,1.216357
6/24/2096,1.082882
6/25/2096,1.375616
6/26/2096,1.339135
6/27/2096,1.341143
6/28/2096,0
6/29/2096,0
6/30/2096,0
7/1/2096,0
7/2/2096,0
7/3/2096,1.335748
7/4/2096,0.956836
7/5/2096,0
7/6/2096,0
7/7/2096,0
7/8/2096,0
7/9/2096,0
7/10/2096,0
7/11/2096,0
7/12/2096,0
7/13/2096,0
7/14/2096,0
7/15/2096,0
7/16/2096,0
7/17/2096,0
7/18/2096,0
7/19/2096,1.704961
7/20/2096,0
7/21/2096,0
7/22/2096,0
7/23/2096,0
7/24/2096,0
7/25/2096,0
7/26/2096,0
7/27/2096,0
7/28/2096,0
7/29/2096,0
7/30/2096,0
7/31/2096,0
8/1/2096,0
8/2/2096,0
8/3/2096,0
8/4/2096,0
8/5/2096,0
8/6/2096,0
8/7/2096,4.835884
8/8/2096,0.890277
8/9/2096,0.436697
8/10/2096,0
8/11/2096,0
8/12/2096,0
8/13/2096,0
8/14/2096,0
8/15/2096,0
8/16/2096,0
8/17/2096,0
8/18/2096,0
8/19/2096,0
8/20/2096,0
8/21/2096,0
8/22/2096,0
8/23/2096,0.54951
8/24/2096,0
8/25/2096,0
8/26/2096,0
8/27/2096,0
8/28/2096,0
8/29/2096,0
8/30/2096,0
8/31/2096,3.696467
9/1/2096,1.141034
9/2/2096,0
9/3/2096,1.100011
9/4/2096,0
9/5/2096,4.177823
9/6/2096,0
9/7/2096,0
9/8/2096,0
9/9/2096,0
9/10/2096,1.228935
9/11/2096,9.747666
9/12/2096,7.125892
9/13/2096,7.846293
9/14/2096,0
9/15/2096,0
9/16/2096,0
9/17/2096,0
9/18/2096,0
9/19/2096,0
9/20/2096,6.665037
9/21/2096,12.401545
9/22/2096,18.775522
9/23/2096,24.837906
9/24/2096,0.288147
9/25/2096,0
9/26/2096,0
9/27/2096,0
9/28/2096,0
9/29/2096,0
9/30/2096,0
10/1/2096,0
10/2/2096,0
10/3/2096,0.382786
10/4/2096,0.31139
10/5/2096,0
10/6/2096,0
10/7/2096,0
10/8/2096,0
10/9/2096,0
10/10/2096,0
10/11/2096,0
10/12/2096,0
10/13/2096,0
10/14/2096,0
10/15/2096,0
10/16/2096,0.323057
10/17/2096,2.064382
10/18/2096,10.221573
10/19/2096,0
10/20/2096,1.785666
10/21/2096,0
10/22/2096,0
10/23/2096,0
10/24/2096,0
10/25/2096,0
10/26/2096,0
10/27/2096,0
10/28/2096,0
10/29/2096,0
10/30/2096,0
10/31/2096,0
11/1/2096,0
11/2/2096,0
11/3/2096,0
11/4/2096,0
11/5/2096,0
11/6/2096,0
11/7/2096,0
11/8/2096,0
11/9/2096,0
11/10/2096,0.325808
11/11/2096,0
11/12/2096,0
11/13/2096,2.129651
11/14/2096,1.098431
11/15/2096,3.322022
11/16/2096,5.761182
11/17/2096,0.808178
11/18/2096,0
11/19/2096,0
11/20/2096,0
11/21/2096,4.861121
11/22/2096,2.925644
11/23/2096,0
11/24/2096,0
11/25/2096,0
11/26/2096,0
11/27/2096,0
11/28/2096,0
11/29/2096,0
11/30/2096,0
12/1/2096,0
12/2/2096,0.396719
12/3/2096,0
12/4/2096,0
12/5/2096,0
12/6/2096,0
12/7/2096,0
12/8/2096,0
12/9/2096,0
12/10/2096,0
12/11/2096,0
12/12/2096,0.514795
12/13/2096,0
12/14/2096,0
12/15/2096,0.288666
12/16/2096,0.673074
12/17/2096,0
12/18/2096,0
12/19/2096,0
12/20/2096,7.253545
12/21/2096,5.84819
12/22/2096,0
12/23/2096,0
12/24/2096,0
12/25/2096,0
12/26/2096,0
12/27/2096,0
12/28/2096,0
12/29/2096,0.970593
12/30/2096,2.146543
12/31/2096,0
1/1/2097,0
1/2/2097,0
1/3/2097,1.881107
1/4/2097,15.720612
1/5/2097,12.728794
1/6/2097,6.362063
1/7/2097,1.519768
1/8/2097,0
1/9/2097,0
1/10/2097,0
1/11/2097,0.936456
1/12/2097,0
1/13/2097,0
1/14/2097,0
1/15/2097,0.486438
1/16/2097,0
1/17/2097,0
1/18/2097,0
1/19/2097,0
1/20/2097,0
1/21/2097,12.237928
1/22/2097,0.480839
1/23/2097,0
1/24/2097,0
1/25/2097,0
1/26/2097,0
1/27/2097,0
1/28/2097,0
1/29/2097,0
1/30/2097,0
1/31/2097,0
2/1/2097,0
2/2/2097,0
2/3/2097,0.294513
2/4/2097,8.727465
2/5/2097,4.831995
2/6/2097,4.765356
2/7/2097,0.33964
2/8/2097,4.999279
2/9/2097,4.328249
2/10/2097,0.710287
2/11/2097,0
2/12/2097,0
2/13/2097,0
2/14/2097,0
2/15/2097,0
2/16/2097,0
2/17/2097,0
2/18/2097,0
2/19/2097,0
2/20/2097,0
